payment_key,rental_key,amount,payment_date
585,5815,2.99,"2005-07-10 15:48:19"
586,7087,4.99,"2005-07-27 04:42:08"
587,7705,7.99,"2005-07-28 04:02:58"
588,9410,0.99,"2005-07-30 20:38:05"
589,9580,4.99,"2005-07-31 03:01:11"
590,12023,5.99,"2005-08-17 19:54:54"
591,12124,2.99,"2005-08-17 23:22:46"
592,12809,0.99,"2005-08-19 00:42:24"
593,13060,9.99,"2005-08-19 09:43:25"
594,14056,2.99,"2005-08-20 22:18:53"
595,14564,6.99,"2005-08-21 16:24:43"
596,15134,7.99,"2005-08-22 13:18:25"
597,15589,6.99,"2005-08-23 06:03:31"
598,15658,4.99,"2005-08-23 08:48:43"
599,15793,4.99,"2005-08-23 14:06:19"
600,12222,4.99,"2006-02-14 15:16:03"
601,129,8.99,"2005-05-25 21:20:03"
602,654,2.99,"2005-05-28 20:15:30"
603,1090,0.99,"2005-05-31 12:03:44"
604,2753,1.99,"2005-06-19 16:44:35"
605,2827,0.99,"2005-06-19 20:50:01"
606,3015,5.99,"2005-06-20 10:48:56"
607,3055,4.99,"2005-06-20 13:19:58"
608,3461,2.99,"2005-06-21 21:49:18"
609,3736,3.99,"2005-07-06 11:43:44"
610,3781,2.99,"2005-07-06 13:53:41"
611,4853,2.99,"2005-07-08 18:43:18"
612,6213,2.99,"2005-07-11 12:43:07"
613,6238,2.99,"2005-07-11 14:20:18"
614,6917,5.99,"2005-07-12 22:30:15"
615,7155,7.99,"2005-07-27 07:18:46"
616,8015,2.99,"2005-07-28 15:33:03"
617,8718,0.99,"2005-07-29 17:41:14"
618,9209,5.99,"2005-07-30 12:55:36"
619,9255,9.99,"2005-07-30 14:26:46"
620,9718,3.99,"2005-07-31 08:25:03"
621,10132,6.99,"2005-07-31 21:50:24"
622,10898,2.99,"2005-08-02 01:29:57"
623,11501,2.99,"2005-08-16 23:04:53"
624,13290,2.99,"2005-08-19 18:31:50"
625,13331,4.99,"2005-08-19 20:00:25"
626,13429,6.99,"2005-08-19 23:25:37"
627,13511,0.99,"2005-08-20 02:21:40"
628,13557,0.99,"2005-08-20 04:12:41"
629,14482,2.99,"2005-08-21 13:42:45"
630,15532,2.99,"2006-02-14 15:16:03"
631,1007,6.99,"2005-05-31 01:02:28"
632,1077,2.99,"2005-05-31 10:22:54"
633,1716,2.99,"2005-06-16 14:39:31"
634,2070,2.99,"2005-06-17 16:27:51"
635,2116,4.99,"2005-06-17 20:16:12"
636,2451,5.99,"2005-06-18 19:28:02"
637,2963,7.99,"2005-06-20 07:33:09"
638,3649,7.99,"2005-07-06 07:32:42"
639,4378,2.99,"2005-07-07 20:29:08"
640,5310,0.99,"2005-07-09 16:00:34"
641,5648,0.99,"2005-07-10 07:09:21"
642,6855,4.99,"2005-07-12 19:46:29"
643,7266,1.99,"2005-07-27 11:22:17"
644,8947,4.99,"2005-07-30 03:15:37"
645,9723,0.99,"2005-07-31 08:31:18"
646,9925,0.99,"2005-07-31 15:08:47"
647,10491,2.99,"2005-08-01 10:38:27"
648,11209,2.99,"2005-08-02 12:09:45"
649,11546,2.99,"2005-08-17 00:57:36"
650,12165,8.99,"2005-08-18 00:53:37"
651,12745,2.99,"2005-08-18 22:22:45"
652,12999,1.99,"2005-08-19 07:34:53"
653,13058,4.99,"2005-08-19 09:40:53"
654,13247,0.99,"2005-08-19 16:45:59"
655,15357,4.99,"2005-08-22 21:28:59"
656,90,7.99,"2005-05-25 14:31:25"
657,1033,2.99,"2005-05-31 04:50:07"
658,1338,4.99,"2005-06-15 12:17:34"
659,1365,2.99,"2005-06-15 14:09:55"
660,1754,6.99,"2005-06-16 17:13:23"
661,2625,8.99,"2005-06-19 08:23:11"
662,2901,4.99,"2005-06-20 02:41:28"
663,3447,4.99,"2005-06-21 20:53:31"
664,4282,2.99,"2005-07-07 15:26:31"
665,4319,0.99,"2005-07-07 17:50:27"
666,4404,2.99,"2005-07-07 21:31:53"
667,5881,2.99,"2005-07-10 19:19:43"
668,6653,4.99,"2005-07-12 11:06:17"
669,6905,2.99,"2005-07-12 22:02:18"
670,8667,2.99,"2005-07-29 15:40:57"
671,8878,0.99,"2005-07-30 00:15:57"
672,9140,8.99,"2005-07-30 10:12:01"
673,9334,2.99,"2005-07-30 17:56:38"
674,9922,2.99,"2005-07-31 14:59:37"
675,10103,2.99,"2005-07-31 20:49:13"
676,10324,5.99,"2005-08-01 04:49:06"
677,10860,2.99,"2005-08-02 00:12:32"
678,10916,2.99,"2005-08-02 02:05:59"
679,11642,0.99,"2005-08-17 04:48:05"
680,12922,0.99,"2005-08-19 04:48:48"
681,14193,4.99,"2005-08-21 03:38:27"
682,14236,4.99,"2005-08-21 05:13:16"
683,15512,0.99,"2005-08-23 02:57:30"
684,15972,5.99,"2005-08-23 20:00:30"
685,796,2.99,"2005-05-29 16:59:44"
686,1105,2.99,"2005-05-31 14:33:56"
687,1440,5.99,"2005-06-15 18:53:14"
688,1706,4.99,"2005-06-16 14:01:02"
689,2093,9.99,"2005-06-17 18:14:08"
690,2416,3.99,"2005-06-18 17:07:34"
691,2421,6.99,"2005-06-18 17:25:05"
692,2532,4.99,"2005-06-19 01:27:46"
693,2745,4.99,"2005-06-19 16:21:19"
694,4065,2.99,"2005-07-07 04:32:28"
695,4274,4.99,"2005-07-07 14:42:04"
696,4382,4.99,"2005-07-07 20:41:03"
697,4402,0.99,"2005-07-07 21:28:46"
698,4431,6.99,"2005-07-07 22:39:02"
699,4536,3.99,"2005-07-08 03:43:22"
700,4641,6.99,"2005-07-08 09:09:46"
701,5437,2.99,"2005-07-09 21:32:29"
702,6149,1.99,"2005-07-11 09:19:31"
703,6243,2.99,"2005-07-11 14:53:25"
704,7328,0.99,"2005-07-27 13:55:18"
705,8241,4.99,"2005-07-29 00:33:36"
706,9484,0.99,"2005-07-30 23:31:40"
707,10386,3.99,"2005-08-01 06:42:20"
708,10996,3.99,"2005-08-02 04:48:11"
709,11314,2.99,"2005-08-02 16:04:08"
710,11338,0.99,"2005-08-02 17:00:12"
711,11744,5.99,"2005-08-17 08:54:30"
712,13111,4.99,"2005-08-19 11:25:10"
713,14183,4.99,"2005-08-21 03:24:29"
714,14192,8.99,"2005-08-21 03:37:42"
715,14603,1.99,"2005-08-21 17:51:06"
716,14677,7.99,"2005-08-21 20:12:30"
717,15384,2.99,"2005-08-22 22:34:44"
718,15722,7.99,"2005-08-23 11:16:29"
719,787,2.99,"2005-05-29 16:03:03"
720,1310,4.99,"2005-06-15 10:11:42"
721,1480,4.99,"2005-06-15 21:17:17"
722,1699,2.99,"2005-06-16 13:05:09"
723,1960,3.99,"2005-06-17 08:59:57"
724,2512,2.99,"2005-06-18 23:48:47"
725,2815,4.99,"2005-06-19 20:03:29"
726,3038,1.99,"2005-06-20 12:28:59"
727,3420,3.99,"2005-06-21 17:22:36"
728,4038,0.99,"2005-07-07 02:52:53"
729,4510,5.99,"2005-07-08 02:34:51"
730,5552,0.99,"2005-07-10 03:01:19"
731,5736,4.99,"2005-07-10 11:45:48"
732,6115,0.99,"2005-07-11 07:36:50"
733,6562,5.99,"2005-07-12 05:26:26"
734,6658,4.99,"2005-07-12 11:13:21"
735,7927,1.99,"2005-07-28 12:13:42"
736,9244,0.99,"2005-07-30 14:06:53"
737,9636,5.99,"2005-07-31 05:12:59"
738,9673,7.99,"2005-07-31 06:34:55"
739,9908,4.99,"2005-07-31 14:39:52"
740,10794,7.99,"2005-08-01 21:51:15"
741,10852,4.99,"2005-08-02 00:00:33"
742,11234,0.99,"2005-08-02 13:12:17"
743,11661,8.99,"2005-08-17 05:25:57"
744,11740,6.99,"2005-08-17 08:48:31"
745,12021,5.99,"2005-08-17 19:52:43"
746,12461,0.99,"2005-08-18 11:28:14"
747,12531,2.99,"2005-08-18 13:57:50"
748,13816,4.99,"2005-08-20 13:13:56"
749,15048,0.99,"2005-08-22 10:00:04"
750,388,2.99,"2005-05-27 10:37:27"
751,868,2.99,"2005-05-30 04:19:55"
752,1240,2.99,"2005-06-15 04:58:07"
753,1543,4.99,"2005-06-16 01:24:08"
754,2299,3.99,"2005-06-18 08:18:52"
755,2604,0.99,"2005-06-19 06:30:10"
756,3231,0.99,"2005-06-21 02:25:00"
757,3845,0.99,"2005-07-06 16:38:14"
758,4704,0.99,"2005-07-08 11:45:35"
759,4951,4.99,"2005-07-08 22:58:21"
760,5653,2.99,"2005-07-10 07:21:27"
761,5817,5.99,"2005-07-10 15:49:12"
762,6032,0.99,"2005-07-11 02:49:01"
763,6476,0.99,"2005-07-12 01:37:48"
764,7580,9.99,"2005-07-27 23:07:40"
765,8464,4.99,"2005-07-29 08:18:20"
766,8901,2.99,"2005-07-30 01:07:12"
767,9544,2.99,"2005-07-31 01:44:51"
768,9593,4.99,"2005-07-31 03:22:30"
769,9705,4.99,"2005-07-31 07:40:33"
770,10116,2.99,"2005-07-31 21:14:02"
771,10294,6.99,"2005-08-01 03:48:12"
772,11444,2.99,"2005-08-02 20:32:55"
773,11856,3.99,"2005-08-17 13:44:49"
774,12190,2.99,"2005-08-18 01:54:44"
775,12359,0.99,"2005-08-18 07:44:05"
776,12708,2.99,"2005-08-18 20:59:17"
777,13783,4.99,"2005-08-20 12:11:03"
778,14540,2.99,"2005-08-21 15:34:23"
779,15445,4.99,"2005-08-23 00:48:29"
780,15491,2.99,"2005-08-23 02:08:40"
781,12938,2.99,"2006-02-14 15:16:03"
782,194,1.99,"2005-05-26 06:52:33"
783,2655,0.99,"2005-06-19 10:38:42"
784,2673,0.99,"2005-06-19 11:42:20"
785,2701,7.99,"2005-06-19 13:33:06"
786,2735,2.99,"2005-06-19 15:42:07"
787,2801,2.99,"2005-06-19 19:18:09"
788,2923,2.99,"2005-06-20 04:16:07"
789,3324,2.99,"2005-06-21 08:49:16"
790,4262,6.99,"2005-07-07 14:24:30"
791,4313,0.99,"2005-07-07 17:36:56"
792,4535,0.99,"2005-07-08 03:40:46"
793,5442,10.99,"2005-07-09 21:55:19"
794,5857,1.99,"2005-07-10 17:59:29"
795,7237,3.99,"2005-07-27 10:12:36"
796,7451,6.99,"2005-07-27 18:18:41"
797,7453,0.99,"2005-07-27 18:27:13"
798,8673,2.99,"2005-07-29 15:50:14"
799,9392,4.99,"2005-07-30 19:50:13"
800,9946,4.99,"2005-07-31 15:48:54"
801,10543,5.99,"2005-08-01 12:36:09"
802,10899,1.99,"2005-08-02 01:30:21"
803,11079,4.99,"2005-08-02 07:29:10"
804,11962,2.99,"2005-08-17 17:34:38"
805,12488,4.99,"2005-08-18 12:48:22"
806,12508,2.99,"2005-08-18 13:20:13"
807,12569,6.99,"2005-08-18 15:20:46"
808,12615,6.99,"2005-08-18 17:16:07"
809,13173,2.99,"2005-08-19 13:50:36"
810,13436,0.99,"2005-08-19 23:36:25"
811,13777,2.99,"2005-08-20 12:03:35"
812,13832,3.99,"2005-08-20 14:00:25"
813,14174,0.99,"2005-08-21 03:01:45"
814,14703,4.99,"2005-08-21 21:01:19"
815,14985,7.99,"2005-08-22 07:35:56"
816,14997,5.99,"2005-08-22 07:53:00"
817,15577,0.99,"2006-02-14 15:16:03"
818,1874,1.99,"2005-06-17 02:39:20"
819,1895,2.99,"2005-06-17 04:25:12"
820,2154,4.99,"2005-06-17 22:59:42"
821,2730,2.99,"2005-06-19 15:10:09"
822,3964,4.99,"2005-07-06 22:23:02"
823,4471,2.99,"2005-07-08 00:21:29"
824,4642,2.99,"2005-07-08 09:13:28"
825,5028,5.99,"2005-07-09 02:34:45"
826,5108,9.99,"2005-07-09 06:44:30"
827,5289,0.99,"2005-07-09 15:14:08"
828,5972,7.99,"2005-07-11 00:08:54"
829,6249,0.99,"2005-07-11 15:02:02"
830,6359,2.99,"2005-07-11 21:06:17"
831,7394,2.99,"2005-07-27 16:03:08"
832,7769,4.99,"2005-07-28 06:45:23"
833,8030,4.99,"2005-07-28 16:12:53"
834,8038,4.99,"2005-07-28 16:32:55"
835,8083,4.99,"2005-07-28 18:09:48"
836,8641,2.99,"2005-07-29 14:37:30"
837,9309,2.99,"2005-07-30 16:55:53"
838,9551,0.99,"2005-07-31 02:04:58"
839,9641,0.99,"2005-07-31 05:33:48"
840,9998,2.99,"2005-07-31 17:40:35"
841,10235,6.99,"2005-08-01 01:57:48"
842,12240,2.99,"2005-08-18 03:27:11"
843,12546,2.99,"2005-08-18 14:29:37"
844,12758,0.99,"2005-08-18 22:58:34"
845,13435,0.99,"2005-08-19 23:35:44"
846,13682,4.99,"2005-08-20 08:50:39"
847,14339,0.99,"2005-08-21 08:37:15"
848,14585,2.99,"2005-08-21 17:18:33"
849,15063,4.99,"2005-08-22 10:39:51"
850,15544,4.99,"2005-08-23 04:17:56"
851,15829,2.99,"2005-08-23 15:17:14"
852,1656,4.99,"2005-06-16 10:05:40"
853,1838,1.99,"2005-06-16 23:20:16"
854,2233,0.99,"2005-06-18 03:57:36"
855,2341,6.99,"2005-06-18 11:35:30"
856,2396,7.99,"2005-06-18 15:49:48"
857,2438,0.99,"2005-06-18 18:34:21"
858,2530,0.99,"2005-06-19 01:20:00"
859,2648,4.99,"2005-06-19 10:06:20"
860,3117,2.99,"2005-06-20 18:05:15"
861,3172,1.99,"2005-06-20 22:19:25"
862,3205,0.99,"2005-06-21 00:38:47"
863,3701,4.99,"2005-07-06 10:12:45"
864,3967,4.99,"2005-07-06 22:45:10"
865,4122,6.99,"2005-07-07 07:15:35"
866,4738,9.99,"2005-07-08 13:24:58"
867,6208,3.99,"2005-07-11 12:34:56"
868,6580,4.99,"2005-07-12 06:26:10"
869,7000,1.99,"2005-07-27 01:23:24"
870,7138,3.99,"2005-07-27 06:47:13"
871,7178,2.99,"2005-07-27 08:09:25"
872,7464,2.99,"2005-07-27 18:49:42"
873,8997,0.99,"2005-07-30 04:53:56"
874,12085,4.99,"2005-08-17 22:17:09"
875,12377,0.99,"2005-08-18 08:26:05"
876,15682,6.99,"2005-08-23 09:37:34"
877,15816,6.99,"2005-08-23 14:58:06"
878,483,4.99,"2005-05-27 23:00:25"
879,803,4.99,"2005-05-29 17:52:30"
880,1067,4.99,"2005-05-31 09:12:13"
881,1887,6.99,"2005-06-17 03:53:18"
882,2160,0.99,"2005-06-17 23:39:11"
883,2624,5.99,"2005-06-19 08:22:09"
884,2891,1.99,"2005-06-20 02:02:05"
885,3500,2.99,"2005-07-06 00:11:13"
886,4434,2.99,"2005-07-07 22:48:34"
887,4771,2.99,"2005-07-08 15:33:32"
888,4899,0.99,"2005-07-08 20:37:11"
889,5307,9.99,"2005-07-09 15:57:15"
890,5767,0.99,"2005-07-10 13:13:18"
891,5954,2.99,"2005-07-10 23:22:01"
892,6122,3.99,"2005-07-11 07:58:07"
893,6450,2.99,"2005-07-12 00:49:05"
894,7084,6.99,"2005-07-27 04:34:07"
895,7589,5.99,"2005-07-27 23:23:36"
896,7793,2.99,"2005-07-28 07:26:14"
897,8390,5.99,"2005-07-29 05:52:26"
898,8453,2.99,"2005-07-29 07:46:29"
899,8914,2.99,"2005-07-30 01:42:03"
900,11135,4.99,"2005-08-02 09:22:25"
901,11831,4.99,"2005-08-17 12:54:47"
902,12414,9.99,"2005-08-18 09:50:40"
903,13736,8.99,"2005-08-20 10:31:23"
904,13931,1.99,"2005-08-20 17:16:10"
905,14075,0.99,"2005-08-20 23:18:54"
906,14570,5.99,"2005-08-21 16:32:32"
907,165,2.99,"2005-05-26 02:28:36"
908,1301,10.99,"2005-06-15 09:46:33"
909,3173,8.99,"2005-06-20 22:21:10"
910,4095,5.99,"2005-07-07 06:01:48"
911,5421,0.99,"2005-07-09 20:49:12"
912,5723,4.99,"2005-07-10 11:14:48"
913,6280,0.99,"2005-07-11 16:36:17"
914,7992,4.99,"2005-07-28 14:53:06"
915,9040,4.99,"2005-07-30 06:31:45"
916,9085,4.99,"2005-07-30 08:17:24"
917,9254,1.99,"2005-07-30 14:26:11"
918,10335,2.99,"2005-08-01 04:59:30"
919,10870,4.99,"2005-08-02 00:27:12"
920,13241,7.99,"2005-08-19 16:25:00"
921,13858,2.99,"2005-08-20 14:50:57"
922,13958,7.99,"2005-08-20 18:11:44"
923,14002,0.99,"2005-08-20 20:12:19"
924,14623,0.99,"2005-08-21 18:29:13"
925,15096,5.99,"2005-08-22 11:43:04"
926,15115,2.99,"2005-08-22 12:28:01"
927,12277,0.99,"2006-02-14 15:16:03"
928,1900,4.99,"2005-06-17 04:29:58"
929,2257,5.99,"2005-06-18 05:29:52"
930,3150,0.99,"2005-06-20 20:35:28"
931,3508,3.99,"2005-07-06 00:24:25"
932,3911,2.99,"2005-07-06 20:09:11"
933,5188,4.99,"2005-07-09 10:22:31"
934,5643,4.99,"2005-07-10 06:49:00"
935,5918,5.99,"2005-07-10 21:32:06"
936,7015,2.99,"2005-07-27 02:15:01"
937,7124,2.99,"2005-07-27 06:09:30"
938,7532,0.99,"2005-07-27 21:20:52"
939,9160,3.99,"2005-07-30 11:17:33"
940,10523,0.99,"2005-08-01 11:52:32"
941,10615,4.99,"2005-08-01 14:58:14"
942,11096,0.99,"2005-08-02 08:05:19"
943,11505,2.99,"2005-08-16 23:18:47"
944,11701,4.99,"2005-08-17 07:15:47"
945,12286,2.99,"2005-08-18 04:57:59"
946,12599,2.99,"2005-08-18 16:42:45"
947,12651,0.99,"2005-08-18 18:36:16"
948,13371,4.99,"2005-08-19 21:21:47"
949,13949,2.99,"2005-08-20 17:55:13"
950,14686,5.99,"2005-08-21 20:32:08"
951,14701,7.99,"2005-08-21 20:54:32"
952,47,3.99,"2005-05-25 06:05:20"
953,424,6.99,"2005-05-27 15:34:01"
954,1579,0.99,"2005-06-16 04:09:08"
955,1989,2.99,"2005-06-17 10:47:24"
956,2229,4.99,"2005-06-18 03:50:18"
957,2231,0.99,"2005-06-18 03:52:14"
958,2743,2.99,"2005-06-19 16:15:56"
959,3112,4.99,"2005-06-20 17:53:30"
960,3597,2.99,"2005-07-06 05:03:59"
961,4098,4.99,"2005-07-07 06:14:51"
962,4990,0.99,"2005-07-09 00:48:49"
963,5013,2.99,"2005-07-09 01:46:45"
964,5323,0.99,"2005-07-09 16:34:07"
965,5916,5.99,"2005-07-10 21:26:31"
966,5963,0.99,"2005-07-10 23:47:08"
967,6147,5.99,"2005-07-11 09:13:08"
968,6401,4.99,"2005-07-11 22:44:34"
969,6565,4.99,"2005-07-12 05:39:50"
970,6572,4.99,"2005-07-12 05:56:38"
971,7140,4.99,"2005-07-27 06:54:12"
972,8822,6.99,"2005-07-29 22:20:21"
973,8971,5.99,"2005-07-30 04:03:58"
974,9033,2.99,"2005-07-30 06:07:42"
975,9579,6.99,"2005-07-31 02:59:20"
976,11298,1.99,"2005-08-02 15:32:32"
977,11452,7.99,"2005-08-02 20:59:52"
978,11645,4.99,"2005-08-17 04:50:56"
979,12055,4.99,"2005-08-17 21:02:19"
980,13735,2.99,"2005-08-20 10:31:01"
981,14110,0.99,"2005-08-21 00:53:09"
982,14124,2.99,"2005-08-21 01:31:51"
983,14735,4.99,"2005-08-21 22:25:09"
984,349,0.99,"2005-05-27 04:53:11"
985,716,0.99,"2005-05-29 04:35:29"
986,2741,0.99,"2005-06-19 16:05:41"
987,4135,0.99,"2005-07-07 08:15:03"
988,4560,4.99,"2005-07-08 04:58:48"
989,4762,4.99,"2005-07-08 14:54:42"
990,5403,0.99,"2005-07-09 20:07:09"
991,6030,0.99,"2005-07-11 02:37:51"
992,7205,6.99,"2005-07-27 09:06:13"
993,7647,0.99,"2005-07-28 01:35:17"
994,7919,6.99,"2005-07-28 11:59:45"
995,8099,0.99,"2005-07-28 18:35:12"
996,8391,2.99,"2005-07-29 05:52:50"
997,8952,4.99,"2005-07-30 03:20:38"
998,9369,2.99,"2005-07-30 18:52:19"
999,9805,0.99,"2005-07-31 11:11:10"
1000,10525,2.99,"2005-08-01 11:53:17"
1001,10761,2.99,"2005-08-01 20:25:35"
